,season,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,date
3949,Spring,11,0,Saturday,0,Best,0.72,0.6818,0.62,0.1343,134,270,404,2011-06-18
3950,Spring,12,0,Saturday,0,Best,0.74,0.697,0.66,0.0896,162,258,420,2011-06-18
3951,Spring,13,0,Saturday,0,Best,0.76,0.697,0.55,0.0,135,192,327,2011-06-18
3952,Spring,14,0,Saturday,0,Okay,0.8,0.7273,0.46,0.2836,138,196,334,2011-06-18
3953,Spring,15,0,Saturday,0,Okay,0.82,0.7576,0.46,0.1343,153,214,367,2011-06-18
3954,Spring,16,0,Saturday,0,Okay,0.76,0.697,0.52,0.2239,193,275,468,2011-06-18
3955,Spring,17,0,Saturday,0,Okay,0.76,0.6818,0.48,0.1642,210,239,449,2011-06-18
3956,Spring,18,0,Saturday,0,Okay,0.74,0.6818,0.55,0.194,118,263,381,2011-06-18
3957,Spring,19,0,Saturday,0,Okay,0.74,0.6667,0.51,0.1045,99,227,326,2011-06-18
3958,Spring,20,0,Saturday,0,Okay,0.72,0.6667,0.58,0.1343,61,127,188,2011-06-18
3959,Spring,21,0,Saturday,0,Okay,0.72,0.6818,0.66,0.1045,58,125,183,2011-06-18
3960,Spring,22,0,Saturday,0,Okay,0.72,0.6818,0.62,0.1343,56,105,161,2011-06-18
3961,Spring,23,0,Saturday,0,Okay,0.72,0.6818,0.62,0.0,53,97,150,2011-06-18
3962,Spring,0,0,Sunday,0,Best,0.7,0.6515,0.65,0.0,18,71,89,2011-06-19
3963,Spring,1,0,Sunday,0,Okay,0.7,0.6515,0.65,0.0896,17,59,76,2011-06-19
3964,Spring,2,0,Sunday,0,Best,0.68,0.6364,0.74,0.0896,13,59,72,2011-06-19
3965,Spring,3,0,Sunday,0,Okay,0.66,0.6061,0.78,0.1343,14,16,30,2011-06-19
3966,Spring,4,0,Sunday,0,Okay,0.66,0.6212,0.74,0.1343,7,10,17,2011-06-19
3967,Spring,5,0,Sunday,0,Okay,0.66,0.6061,0.78,0.0,7,12,19,2011-06-19
3968,Spring,6,0,Sunday,0,Okay,0.66,0.6061,0.78,0.1642,11,22,33,2011-06-19
3969,Spring,7,0,Sunday,0,Okay,0.66,0.6061,0.78,0.1642,35,36,71,2011-06-19
3970,Spring,8,0,Sunday,0,Bad,0.68,0.6364,0.74,0.1045,25,59,84,2011-06-19
3971,Spring,9,0,Sunday,0,Okay,0.68,0.6364,0.74,0.1045,58,111,169,2011-06-19
3972,Spring,10,0,Sunday,0,Okay,0.7,0.6515,0.61,0.1045,86,158,244,2011-06-19
3973,Spring,11,0,Sunday,0,Okay,0.72,0.6667,0.58,0.0896,141,236,377,2011-06-19
3974,Spring,12,0,Sunday,0,Okay,0.74,0.6818,0.55,0.0896,141,255,396,2011-06-19
3975,Spring,13,0,Sunday,0,Okay,0.74,0.6667,0.51,0.0,149,214,363,2011-06-19
3976,Spring,14,0,Sunday,0,Bad,0.74,0.6818,0.58,0.1045,124,193,317,2011-06-19
3977,Spring,15,0,Sunday,0,Okay,0.74,0.6818,0.55,0.1045,146,216,362,2011-06-19
3978,Spring,16,0,Sunday,0,Okay,0.76,0.6818,0.48,0.0,121,257,378,2011-06-19
3979,Spring,17,0,Sunday,0,Best,0.74,0.6667,0.51,0.0,159,238,397,2011-06-19
3980,Spring,18,0,Sunday,0,Okay,0.74,0.6818,0.58,0.0896,78,218,296,2011-06-19
3981,Spring,19,0,Sunday,0,Best,0.72,0.6818,0.62,0.1343,94,217,311,2011-06-19
3982,Spring,20,0,Sunday,0,Best,0.7,0.6515,0.7,0.194,86,146,232,2011-06-19
3983,Spring,21,0,Sunday,0,Best,0.68,0.6364,0.79,0.1343,57,110,167,2011-06-19
3984,Spring,22,0,Sunday,0,Best,0.66,0.6061,0.78,0.2239,38,114,152,2011-06-19
3985,Spring,23,0,Sunday,0,Best,0.66,0.6061,0.78,0.194,14,78,92,2011-06-19
3986,Spring,0,0,Monday,1,Best,0.66,0.6061,0.83,0.1642,7,19,26,2011-06-20
3987,Spring,1,0,Monday,1,Best,0.64,0.5758,0.89,0.0896,9,3,12,2011-06-20
3988,Spring,2,0,Monday,1,Best,0.64,0.5758,0.89,0.0896,2,0,2,2011-06-20
3989,Spring,3,0,Monday,1,Bad,0.64,0.5758,0.89,0.0,1,0,1,2011-06-20
3990,Spring,4,0,Monday,1,Bad,0.62,0.5606,0.88,0.1642,1,2,3,2011-06-20
3991,Spring,5,0,Monday,1,Bad,0.62,0.5758,0.83,0.1343,0,3,3,2011-06-20
3992,Spring,6,0,Monday,1,Bad,0.6,0.5758,0.78,0.1343,1,25,26,2011-06-20
3993,Spring,7,0,Monday,1,Bad,0.56,0.5303,0.88,0.194,0,46,46,2011-06-20
3994,Spring,8,0,Monday,1,Bad,0.56,0.5303,0.83,0.194,12,209,221,2011-06-20
3995,Spring,9,0,Monday,1,Okay,0.6,0.5758,0.78,0.2537,19,200,219,2011-06-20
3996,Spring,10,0,Monday,1,Okay,0.6,0.5758,0.78,0.2537,33,58,91,2011-06-20
3997,Spring,11,0,Monday,1,Okay,0.6,0.5758,0.78,0.1045,27,67,94,2011-06-20
3998,Spring,12,0,Monday,1,Okay,0.62,0.6061,0.69,0.1045,33,129,162,2011-06-20
3999,Spring,13,0,Monday,1,Best,0.64,0.6061,0.65,0.1045,50,129,179,2011-06-20
4000,Spring,14,0,Monday,1,Best,0.66,0.6212,0.61,0.1045,45,130,175,2011-06-20
4001,Spring,15,0,Monday,1,Best,0.66,0.6212,0.61,0.1343,66,139,205,2011-06-20
4002,Spring,16,0,Monday,1,Best,0.7,0.6515,0.58,0.1642,61,238,299,2011-06-20
4003,Spring,17,0,Monday,1,Best,0.7,0.6515,0.54,0.0,81,484,565,2011-06-20
4004,Spring,18,0,Monday,1,Best,0.7,0.6515,0.61,0.2537,64,474,538,2011-06-20
4005,Spring,19,0,Monday,1,Best,0.66,0.6212,0.65,0.2239,62,369,431,2011-06-20
4006,Spring,20,0,Monday,1,Best,0.66,0.6212,0.69,0.2239,52,264,316,2011-06-20
4007,Spring,21,0,Monday,1,Best,0.64,0.6061,0.73,0.1642,39,167,206,2011-06-20
4008,Spring,22,0,Monday,1,Okay,0.64,0.6061,0.73,0.2239,24,106,130,2011-06-20
4009,Spring,23,0,Monday,1,Best,0.62,0.5909,0.78,0.2537,10,50,60,2011-06-20
4010,Summer,0,0,Tuesday,1,Best,0.62,0.5909,0.78,0.1642,10,23,33,2011-06-21
4011,Summer,1,0,Tuesday,1,Bad,0.62,0.5909,0.78,0.1642,2,12,14,2011-06-21
4012,Summer,2,0,Tuesday,1,Bad,0.62,0.5758,0.83,0.1642,1,5,6,2011-06-21
4013,Summer,3,0,Tuesday,1,Bad,0.62,0.5758,0.83,0.1642,0,2,2,2011-06-21
4014,Summer,4,0,Tuesday,1,Okay,0.6,0.5455,0.88,0.1045,2,7,9,2011-06-21
4015,Summer,5,0,Tuesday,1,Okay,0.6,0.5455,0.88,0.1343,3,22,25,2011-06-21
4016,Summer,6,0,Tuesday,1,Okay,0.6,0.5455,0.88,0.1343,8,107,115,2011-06-21
4017,Summer,7,0,Tuesday,1,Okay,0.6,0.5152,0.94,0.0,21,288,309,2011-06-21
4018,Summer,8,0,Tuesday,1,Okay,0.62,0.5606,0.88,0.1045,33,368,401,2011-06-21
4019,Summer,9,0,Tuesday,1,Okay,0.62,0.5606,0.88,0.2537,32,243,275,2011-06-21
4020,Summer,10,0,Tuesday,1,Okay,0.64,0.5758,0.83,0.194,41,120,161,2011-06-21
4021,Summer,11,0,Tuesday,1,Best,0.66,0.6061,0.83,0.1642,52,119,171,2011-06-21
4022,Summer,12,0,Tuesday,1,Best,0.7,0.6667,0.74,0.1642,40,149,189,2011-06-21
4023,Summer,13,0,Tuesday,1,Best,0.74,0.697,0.66,0.1642,49,158,207,2011-06-21
4024,Summer,14,0,Tuesday,1,Best,0.76,0.7121,0.62,0.2239,44,108,152,2011-06-21
4025,Summer,15,0,Tuesday,1,Best,0.78,0.7424,0.59,0.2537,42,128,170,2011-06-21
4026,Summer,16,0,Tuesday,1,Best,0.8,0.7727,0.59,0.2239,62,273,335,2011-06-21
4027,Summer,17,0,Tuesday,1,Best,0.78,0.7576,0.66,0.2239,65,507,572,2011-06-21
4028,Summer,18,0,Tuesday,1,Okay,0.76,0.7273,0.7,0.2537,67,469,536,2011-06-21
4029,Summer,19,0,Tuesday,1,Okay,0.74,0.7121,0.74,0.2239,67,358,425,2011-06-21
4030,Summer,20,0,Tuesday,1,Bad,0.74,0.697,0.7,0.2239,72,254,326,2011-06-21
4031,Summer,21,0,Tuesday,1,Best,0.72,0.697,0.74,0.194,38,191,229,2011-06-21
4032,Summer,22,0,Tuesday,1,Best,0.7,0.6667,0.79,0.1045,12,97,109,2011-06-21
4033,Summer,23,0,Tuesday,1,Best,0.7,0.6667,0.74,0.1045,11,53,64,2011-06-21
4034,Summer,0,0,Wednesday,1,Best,0.66,0.6061,0.78,0.194,15,18,33,2011-06-22
4035,Summer,1,0,Wednesday,1,Best,0.66,0.6061,0.78,0.1343,2,19,21,2011-06-22
4036,Summer,2,0,Wednesday,1,Best,0.66,0.6061,0.78,0.0,2,5,7,2011-06-22
4037,Summer,3,0,Wednesday,1,Best,0.66,0.6061,0.78,0.1343,0,7,7,2011-06-22
4038,Summer,4,0,Wednesday,1,Best,0.64,0.5758,0.83,0.0,3,8,11,2011-06-22
4039,Summer,5,0,Wednesday,1,Best,0.64,0.5758,0.89,0.0,2,21,23,2011-06-22
4040,Summer,6,0,Wednesday,1,Best,0.66,0.6061,0.83,0.0,12,110,122,2011-06-22
4041,Summer,7,0,Wednesday,1,Best,0.7,0.6667,0.79,0.0,23,288,311,2011-06-22
4042,Summer,8,0,Wednesday,1,Best,0.72,0.697,0.74,0.1045,27,396,423,2011-06-22
4043,Summer,9,0,Wednesday,1,Best,0.72,0.697,0.79,0.1642,14,205,219,2011-06-22
4044,Summer,10,0,Wednesday,1,Best,0.74,0.697,0.7,0.2537,31,104,135,2011-06-22
4045,Summer,11,0,Wednesday,1,Best,0.74,0.697,0.7,0.1642,37,108,145,2011-06-22
4046,Summer,12,0,Wednesday,1,Okay,0.8,0.7727,0.59,0.2239,44,144,188,2011-06-22
4047,Summer,13,0,Wednesday,1,Okay,0.82,0.7879,0.56,0.2537,34,113,147,2011-06-22
4048,Summer,14,0,Wednesday,1,Okay,0.82,0.7727,0.52,0.2836,32,113,145,2011-06-22
4049,Summer,15,0,Wednesday,1,Okay,0.82,0.7879,0.56,0.2836,32,114,146,2011-06-22
4050,Summer,16,0,Wednesday,1,Okay,0.82,0.803,0.59,0.3284,34,224,258,2011-06-22
4051,Summer,17,0,Wednesday,1,Okay,0.8,0.7576,0.55,0.3881,67,462,529,2011-06-22
4052,Summer,18,0,Wednesday,1,Okay,0.8,0.7727,0.59,0.2537,66,447,513,2011-06-22
4053,Summer,19,0,Wednesday,1,Okay,0.8,0.7424,0.52,0.2537,62,280,342,2011-06-22
4054,Summer,20,0,Wednesday,1,Best,0.74,0.7121,0.74,0.1343,52,230,282,2011-06-22
4055,Summer,21,0,Wednesday,1,Best,0.74,0.7121,0.79,0.1642,31,216,247,2011-06-22
4056,Summer,22,0,Wednesday,1,Okay,0.72,0.697,0.79,0.194,25,123,148,2011-06-22
4057,Summer,23,0,Wednesday,1,Okay,0.72,0.697,0.79,0.2239,14,91,105,2011-06-22
4058,Summer,0,0,Thursday,1,Best,0.72,0.697,0.79,0.2239,5,44,49,2011-06-23
4059,Summer,1,0,Thursday,1,Best,0.72,0.697,0.74,0.2239,5,26,31,2011-06-23
4060,Summer,2,0,Thursday,1,Best,0.72,0.697,0.74,0.2239,0,4,4,2011-06-23
4061,Summer,3,0,Thursday,1,Okay,0.72,0.697,0.74,0.1642,1,4,5,2011-06-23
4062,Summer,4,0,Thursday,1,Okay,0.7,0.6667,0.79,0.1343,0,7,7,2011-06-23
4063,Summer,5,0,Thursday,1,Best,0.72,0.697,0.74,0.1642,2,22,24,2011-06-23
4064,Summer,6,0,Thursday,1,Best,0.72,0.697,0.74,0.1642,8,92,100,2011-06-23
4065,Summer,7,0,Thursday,1,Okay,0.72,0.697,0.74,0.1343,26,301,327,2011-06-23
4066,Summer,8,0,Thursday,1,Okay,0.74,0.697,0.7,0.194,20,412,432,2011-06-23
4067,Summer,9,0,Thursday,1,Okay,0.74,0.697,0.7,0.1343,33,194,227,2011-06-23
4068,Summer,10,0,Thursday,1,Okay,0.76,0.7273,0.66,0.1343,39,88,127,2011-06-23
4069,Summer,11,0,Thursday,1,Bad,0.76,0.7273,0.66,0.2537,28,108,136,2011-06-23
4070,Summer,12,0,Thursday,1,Okay,0.76,0.7273,0.66,0.2836,30,130,160,2011-06-23
4071,Summer,13,0,Thursday,1,Okay,0.76,0.7121,0.62,0.2836,37,149,186,2011-06-23
4072,Summer,14,0,Thursday,1,Okay,0.76,0.7273,0.66,0.2985,46,103,149,2011-06-23
4073,Summer,15,0,Thursday,1,Okay,0.76,0.697,0.52,0.3582,62,127,189,2011-06-23
4074,Summer,16,0,Thursday,1,Okay,0.74,0.6818,0.62,0.2985,58,217,275,2011-06-23
4075,Summer,17,0,Thursday,1,Okay,0.72,0.6818,0.7,0.3582,74,495,569,2011-06-23
4076,Summer,18,0,Thursday,1,Best,0.72,0.6818,0.7,0.4179,57,483,540,2011-06-23
4077,Summer,19,0,Thursday,1,Best,0.72,0.6818,0.7,0.3582,56,344,400,2011-06-23
4078,Summer,20,0,Thursday,1,Best,0.7,0.6667,0.74,0.2239,75,277,352,2011-06-23
4079,Summer,21,0,Thursday,1,Best,0.7,0.6667,0.74,0.194,46,188,234,2011-06-23
4080,Summer,22,0,Thursday,1,Okay,0.7,0.6667,0.74,0.2239,23,139,162,2011-06-23
4081,Summer,23,0,Thursday,1,Best,0.7,0.6667,0.74,0.2836,15,90,105,2011-06-23
4082,Summer,0,0,Friday,1,Best,0.68,0.6364,0.79,0.194,10,53,63,2011-06-24
4083,Summer,1,0,Friday,1,Best,0.66,0.6061,0.83,0.3284,8,20,28,2011-06-24
4084,Summer,2,0,Friday,1,Best,0.66,0.6061,0.83,0.3284,4,10,14,2011-06-24
4085,Summer,3,0,Friday,1,Best,0.66,0.6061,0.83,0.1642,1,4,5,2011-06-24
4086,Summer,4,0,Friday,1,Best,0.66,0.6061,0.83,0.0896,1,8,9,2011-06-24
4087,Summer,5,0,Friday,1,Best,0.64,0.5758,0.89,0.0896,2,18,20,2011-06-24
4088,Summer,6,0,Friday,1,Best,0.66,0.6061,0.83,0.1343,4,87,91,2011-06-24
4089,Summer,7,0,Friday,1,Okay,0.66,0.6061,0.83,0.2239,21,247,268,2011-06-24
4090,Summer,8,0,Friday,1,Best,0.7,0.6667,0.74,0.2239,27,439,466,2011-06-24
4091,Summer,9,0,Friday,1,Best,0.74,0.6818,0.62,0.1343,28,203,231,2011-06-24
4092,Summer,10,0,Friday,1,Best,0.8,0.7273,0.43,0.2836,43,102,145,2011-06-24
4093,Summer,11,0,Friday,1,Best,0.8,0.7121,0.38,0.3284,56,147,203,2011-06-24
4094,Summer,12,0,Friday,1,Best,0.8,0.7121,0.41,0.2836,51,150,201,2011-06-24
4095,Summer,13,0,Friday,1,Best,0.8,0.7121,0.36,0.2239,43,178,221,2011-06-24
4096,Summer,14,0,Friday,1,Best,0.78,0.697,0.43,0.2836,67,162,229,2011-06-24
4097,Summer,15,0,Friday,1,Best,0.82,0.7273,0.34,0.3881,69,147,216,2011-06-24
4098,Summer,16,0,Friday,1,Best,0.8,0.697,0.33,0.4179,80,247,327,2011-06-24
4099,Summer,17,0,Friday,1,Best,0.76,0.6667,0.37,0.2537,85,472,557,2011-06-24
4100,Summer,18,0,Friday,1,Best,0.76,0.6667,0.37,0.2985,87,365,452,2011-06-24
4101,Summer,19,0,Friday,1,Best,0.74,0.6515,0.4,0.2239,92,293,385,2011-06-24
4102,Summer,20,0,Friday,1,Best,0.72,0.6515,0.45,0.1642,66,222,288,2011-06-24
4103,Summer,21,0,Friday,1,Best,0.7,0.6515,0.48,0.1343,50,183,233,2011-06-24
4104,Summer,22,0,Friday,1,Best,0.7,0.6515,0.48,0.0,41,126,167,2011-06-24
4105,Summer,23,0,Friday,1,Best,0.68,0.6364,0.51,0.1343,33,139,172,2011-06-24
4106,Summer,0,0,Saturday,0,Best,0.68,0.6364,0.47,0.1642,19,97,116,2011-06-25
4107,Summer,1,0,Saturday,0,Best,0.66,0.6212,0.5,0.1642,20,75,95,2011-06-25
4108,Summer,2,0,Saturday,0,Okay,0.66,0.6212,0.5,0.194,8,51,59,2011-06-25
4109,Summer,3,0,Saturday,0,Best,0.64,0.6212,0.57,0.194,18,21,39,2011-06-25
4110,Summer,4,0,Saturday,0,Best,0.64,0.6212,0.57,0.194,7,4,11,2011-06-25
4111,Summer,5,0,Saturday,0,Best,0.62,0.6061,0.61,0.1343,6,8,14,2011-06-25
4112,Summer,6,0,Saturday,0,Best,0.64,0.6212,0.57,0.2239,12,17,29,2011-06-25
4113,Summer,7,0,Saturday,0,Best,0.64,0.6212,0.57,0.2836,7,35,42,2011-06-25
4114,Summer,8,0,Saturday,0,Best,0.7,0.6515,0.48,0.2537,27,85,112,2011-06-25
4115,Summer,9,0,Saturday,0,Best,0.72,0.6515,0.45,0.2537,47,139,186,2011-06-25
4116,Summer,10,0,Saturday,0,Best,0.72,0.6515,0.45,0.194,99,203,302,2011-06-25
4117,Summer,11,0,Saturday,0,Best,0.74,0.6667,0.42,0.0,122,209,331,2011-06-25
4118,Summer,12,0,Saturday,0,Best,0.74,0.6515,0.4,0.2836,140,252,392,2011-06-25
4119,Summer,13,0,Saturday,0,Best,0.74,0.6515,0.4,0.2836,140,231,371,2011-06-25
4120,Summer,14,0,Saturday,0,Best,0.74,0.6667,0.45,0.2985,151,232,383,2011-06-25
4121,Summer,15,0,Saturday,0,Best,0.74,0.6667,0.45,0.0,157,235,392,2011-06-25
4122,Summer,16,0,Saturday,0,Best,0.76,0.6818,0.43,0.2985,175,235,410,2011-06-25
4123,Summer,17,0,Saturday,0,Best,0.74,0.6667,0.42,0.2239,152,247,399,2011-06-25
4124,Summer,18,0,Saturday,0,Best,0.72,0.6515,0.45,0.2537,108,199,307,2011-06-25
4125,Summer,19,0,Saturday,0,Best,0.72,0.6667,0.48,0.2836,121,254,375,2011-06-25
4126,Summer,20,0,Saturday,0,Best,0.7,0.6515,0.48,0.194,74,195,269,2011-06-25
4127,Summer,21,0,Saturday,0,Best,0.68,0.6364,0.51,0.1642,62,140,202,2011-06-25
4128,Summer,22,0,Saturday,0,Best,0.68,0.6364,0.47,0.194,61,126,187,2011-06-25
4129,Summer,23,0,Saturday,0,Okay,0.66,0.6212,0.5,0.2985,49,130,179,2011-06-25
4130,Summer,0,0,Sunday,0,Best,0.64,0.6212,0.53,0.0,30,85,115,2011-06-26
4131,Summer,1,0,Sunday,0,Best,0.64,0.6212,0.53,0.1045,17,73,90,2011-06-26
4132,Summer,2,0,Sunday,0,Best,0.62,0.6212,0.57,0.1045,17,70,87,2011-06-26
4133,Summer,3,0,Sunday,0,Best,0.6,0.6061,0.64,0.1045,12,22,34,2011-06-26
4134,Summer,4,0,Sunday,0,Best,0.6,0.6061,0.64,0.0896,3,8,11,2011-06-26
4135,Summer,5,0,Sunday,0,Best,0.6,0.6061,0.64,0.0,3,9,12,2011-06-26
4136,Summer,6,0,Sunday,0,Best,0.6,0.6061,0.64,0.0,7,13,20,2011-06-26
4137,Summer,7,0,Sunday,0,Best,0.62,0.6061,0.61,0.0,24,27,51,2011-06-26
4138,Summer,8,0,Sunday,0,Best,0.64,0.6212,0.61,0.194,29,78,107,2011-06-26
4139,Summer,9,0,Sunday,0,Best,0.66,0.6212,0.54,0.0896,75,131,206,2011-06-26
4140,Summer,10,0,Sunday,0,Best,0.72,0.6667,0.48,0.1045,136,196,332,2011-06-26
4141,Summer,11,0,Sunday,0,Best,0.72,0.6515,0.45,0.1343,127,219,346,2011-06-26
4142,Summer,12,0,Sunday,0,Best,0.74,0.6515,0.4,0.1642,175,268,443,2011-06-26
4143,Summer,13,0,Sunday,0,Best,0.74,0.6515,0.4,0.0,197,245,442,2011-06-26
4144,Summer,14,0,Sunday,0,Best,0.74,0.6515,0.4,0.1343,197,246,443,2011-06-26
4145,Summer,15,0,Sunday,0,Best,0.74,0.6515,0.4,0.0,174,229,403,2011-06-26
4146,Summer,16,0,Sunday,0,Best,0.74,0.6667,0.42,0.194,177,278,455,2011-06-26
4147,Summer,17,0,Sunday,0,Okay,0.72,0.6515,0.42,0.1642,178,243,421,2011-06-26
4148,Summer,18,0,Sunday,0,Okay,0.72,0.6515,0.45,0.2537,117,265,382,2011-06-26
4149,Summer,19,0,Sunday,0,Okay,0.72,0.6667,0.48,0.1343,89,228,317,2011-06-26
4150,Summer,20,0,Sunday,0,Okay,0.7,0.6515,0.48,0.1045,55,158,213,2011-06-26
4151,Summer,21,0,Sunday,0,Okay,0.7,0.6515,0.54,0.1045,48,135,183,2011-06-26
4152,Summer,22,0,Sunday,0,Best,0.7,0.6515,0.51,0.0,19,95,114,2011-06-26
4153,Summer,23,0,Sunday,0,Best,0.7,0.6515,0.54,0.0896,14,64,78,2011-06-26
4154,Summer,0,0,Monday,1,Bad,0.64,0.6061,0.73,0.2836,7,25,32,2011-06-27
4155,Summer,1,0,Monday,1,Okay,0.62,0.5909,0.78,0.1343,4,11,15,2011-06-27
4156,Summer,2,0,Monday,1,Bad,0.62,0.5909,0.78,0.1343,3,3,6,2011-06-27
4157,Summer,3,0,Monday,1,Bad,0.62,0.5909,0.78,0.1343,0,2,2,2011-06-27
4158,Summer,4,0,Monday,1,Okay,0.6,0.5606,0.83,0.1642,1,8,9,2011-06-27
4159,Summer,5,0,Monday,1,Okay,0.62,0.5758,0.83,0.1642,1,21,22,2011-06-27
4160,Summer,6,0,Monday,1,Okay,0.62,0.5909,0.78,0.1642,4,90,94,2011-06-27
4161,Summer,7,0,Monday,1,Okay,0.64,0.6061,0.73,0.2239,14,247,261,2011-06-27
4162,Summer,8,0,Monday,1,Best,0.66,0.6212,0.74,0.194,29,418,447,2011-06-27
4163,Summer,9,0,Monday,1,Okay,0.72,0.6667,0.54,0.0,37,150,187,2011-06-27
4164,Summer,10,0,Monday,1,Okay,0.72,0.6667,0.54,0.1343,55,95,150,2011-06-27
4165,Summer,11,0,Monday,1,Okay,0.7,0.6515,0.58,0.0,55,95,150,2011-06-27
4166,Summer,12,0,Monday,1,Okay,0.72,0.6667,0.54,0.0,40,130,170,2011-06-27
4167,Summer,13,0,Monday,1,Okay,0.72,0.6667,0.58,0.2239,37,127,164,2011-06-27
4168,Summer,14,0,Monday,1,Okay,0.72,0.6667,0.58,0.0896,58,100,158,2011-06-27
4169,Summer,15,0,Monday,1,Okay,0.74,0.6818,0.55,0.0,76,126,202,2011-06-27
4170,Summer,16,0,Monday,1,Best,0.74,0.6818,0.55,0.1045,53,222,275,2011-06-27
4171,Summer,17,0,Monday,1,Best,0.74,0.6818,0.55,0.1343,90,514,604,2011-06-27
4172,Summer,18,0,Monday,1,Best,0.74,0.6667,0.51,0.0,79,512,591,2011-06-27
4173,Summer,19,0,Monday,1,Best,0.72,0.6818,0.62,0.194,56,340,396,2011-06-27
4174,Summer,20,0,Monday,1,Best,0.7,0.6515,0.65,0.1045,54,251,305,2011-06-27
4175,Summer,21,0,Monday,1,Best,0.7,0.6515,0.65,0.0,52,190,242,2011-06-27
4176,Summer,22,0,Monday,1,Best,0.68,0.6364,0.69,0.0,33,112,145,2011-06-27
4177,Summer,23,0,Monday,1,Best,0.68,0.6364,0.69,0.0,16,65,81,2011-06-27
4178,Summer,0,0,Tuesday,1,Okay,0.66,0.6061,0.78,0.1343,5,25,30,2011-06-28
4179,Summer,1,0,Tuesday,1,Best,0.66,0.6212,0.74,0.0,5,8,13,2011-06-28
4180,Summer,2,0,Tuesday,1,Okay,0.66,0.6212,0.74,0.0,2,9,11,2011-06-28
4181,Summer,3,0,Tuesday,1,Okay,0.66,0.6212,0.74,0.0,0,2,2,2011-06-28
4182,Summer,4,0,Tuesday,1,Best,0.66,0.6212,0.74,0.0,1,7,8,2011-06-28
4183,Summer,5,0,Tuesday,1,Best,0.66,0.6061,0.78,0.0,1,20,21,2011-06-28
4184,Summer,6,0,Tuesday,1,Best,0.66,0.6061,0.83,0.1642,7,117,124,2011-06-28
4185,Summer,7,0,Tuesday,1,Best,0.68,0.6364,0.83,0.194,27,320,347,2011-06-28
4186,Summer,8,0,Tuesday,1,Best,0.7,0.6667,0.79,0.1642,39,417,456,2011-06-28
4187,Summer,9,0,Tuesday,1,Best,0.74,0.697,0.7,0.0,38,208,246,2011-06-28
4188,Summer,10,0,Tuesday,1,Best,0.8,0.7424,0.49,0.1642,45,112,157,2011-06-28
4189,Summer,11,0,Tuesday,1,Best,0.82,0.7576,0.46,0.0,49,118,167,2011-06-28
4190,Summer,12,0,Tuesday,1,Best,0.84,0.7727,0.47,0.2239,41,161,202,2011-06-28
4191,Summer,13,0,Tuesday,1,Best,0.84,0.7576,0.44,0.0,33,156,189,2011-06-28
4192,Summer,14,0,Tuesday,1,Best,0.86,0.7879,0.44,0.2239,43,117,160,2011-06-28
4193,Summer,15,0,Tuesday,1,Best,0.86,0.7879,0.41,0.0,39,127,166,2011-06-28
4194,Summer,16,0,Tuesday,1,Best,0.86,0.803,0.47,0.2836,41,220,261,2011-06-28
4195,Summer,17,0,Tuesday,1,Bad,0.82,0.7879,0.56,0.2836,70,509,579,2011-06-28
4196,Summer,18,0,Tuesday,1,Bad,0.8,0.7576,0.55,0.2985,68,436,504,2011-06-28
4197,Summer,19,0,Tuesday,1,Okay,0.74,0.6818,0.58,0.4627,44,255,299,2011-06-28
4198,Summer,20,0,Tuesday,1,Best,0.74,0.6818,0.62,0.0,50,246,296,2011-06-28
4199,Summer,21,0,Tuesday,1,Best,0.74,0.697,0.66,0.2836,31,164,195,2011-06-28
4200,Summer,22,0,Tuesday,1,Best,0.7,0.6515,0.7,0.2985,30,104,134,2011-06-28
4201,Summer,23,0,Tuesday,1,Best,0.7,0.6515,0.7,0.2836,23,58,81,2011-06-28
4202,Summer,0,0,Wednesday,1,Okay,0.68,0.6364,0.79,0.2836,11,25,36,2011-06-29
4203,Summer,1,0,Wednesday,1,Best,0.68,0.6364,0.79,0.2985,10,18,28,2011-06-29
4204,Summer,2,0,Wednesday,1,Best,0.66,0.6061,0.83,0.2239,7,9,16,2011-06-29
4205,Summer,3,0,Wednesday,1,Okay,0.66,0.6061,0.83,0.1045,2,3,5,2011-06-29
4206,Summer,4,0,Wednesday,1,Best,0.66,0.6061,0.83,0.1045,0,5,5,2011-06-29
4207,Summer,5,0,Wednesday,1,Best,0.64,0.5758,0.83,0.194,3,19,22,2011-06-29
4208,Summer,6,0,Wednesday,1,Best,0.66,0.6212,0.69,0.2985,12,104,116,2011-06-29
4209,Summer,7,0,Wednesday,1,Best,0.7,0.6515,0.54,0.2239,18,318,336,2011-06-29
4210,Summer,8,0,Wednesday,1,Best,0.7,0.6515,0.48,0.2836,41,499,540,2011-06-29
4211,Summer,9,0,Wednesday,1,Best,0.72,0.6515,0.45,0.3881,32,189,221,2011-06-29
4212,Summer,10,0,Wednesday,1,Best,0.74,0.6667,0.42,0.2836,31,95,126,2011-06-29
4213,Summer,11,0,Wednesday,1,Best,0.76,0.6667,0.35,0.2239,53,117,170,2011-06-29
4214,Summer,12,0,Wednesday,1,Best,0.76,0.6667,0.35,0.2537,55,188,243,2011-06-29
4215,Summer,13,0,Wednesday,1,Best,0.8,0.697,0.31,0.3284,45,186,231,2011-06-29
